enrollment_no,student_name,gender,age,section,course,year_enrollment,year_completion,hometown,category,father_occupation,mother_occupation,marks_10th,marks_12th,attendance,sgpa,cgpa,backlogs,suspension,family_income,fees_status,year_level,department,fees_flag,suspension_flag,age_at_enrollment,sgpa1,sgpa2,sgpa3,sgpa4,sgpa5,year,specialization,sgpa6,sgpa7,enrollment_no.,model_phase,final_phase,red_reason,ml_probability,rule_override,predicted_phase
AGRI2025D142,Aarav Naidu,M,17,D,B. Agriculture,2025,2028,Bhilwara,EWS,Shopkeeper,Homemaker,53.73,98.77,74.99,,1.21,4,No,0.7 Lakh,Unpaid,1,AGRI,0,0,17,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.6014772343501139,True,Red
AGRI2025D143,Aadhya Dutta,F,20,D,B. Agriculture,2025,2028,"Devgarh, Jodhpur",General,Shopkeeper,Homemaker,87.07,97.72,94.97,,7.26,0,No,0.9 Lakh,Partial,1,AGRI,1,0,20,,,,,,,,,,,Yellow,Yellow,,0.2067891443707418,False,Yellow
AGRI2025D144,Vikram Reddy,M,20,D,B. Agriculture,2025,2028,"Devgarh, Kota",OBC,Engineer,Homemaker,36.36,91.66,83.85,,3.06,1,Yes,2.6 Lakh,Partial,1,AGRI,1,1,20,,,,,,,,,,,Yellow,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.462299402093392,True,Red
AGRI2025D145,Shreya Pathak,F,18,D,B. Agriculture,2025,2028,Alwar,General,Teacher,Homemaker,63.34,85.27,51.48,,1.75,2,Yes,8.9 Lakh,Unpaid,1,AGRI,0,1,18,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.7272600310397744,True,Red
AGRI2025D146,Vivaan Nair,M,19,D,B. Agriculture,2025,2028,Bikaner,OBC,Self-employed,Homemaker,67.01,94.77,69.0,,1.58,2,Yes,3.2 Lakh,Partial,1,AGRI,1,1,19,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.6265993437433903,True,Red
AGRI2025D147,Vivaan Joshi,M,20,D,B. Agriculture,2025,2028,Pali,General,Engineer,Homemaker,72.48,83.68,72.44,,5.98,2,No,3.0 Lakh,Paid,1,AGRI,0,0,20,,,,,,,,,,,Yellow,Yellow,,0.03810705626123967,False,Yellow
AGRI2025D148,Saanvi Ghosh,F,20,D,B. Agriculture,2025,2028,Sikar,General,Farmer,Homemaker,48.84,34.11,58.48,,1.9,2,No,4.1 Lakh,Partial,1,AGRI,1,0,20,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.6973707775039043,True,Red
AGRI2025D149,Rohan Singh,M,17,D,B. Agriculture,2025,2028,"Mandwa, Jaipur",General,Engineer,Homemaker,93.38,38.9,86.04,,5.6,2,No,1.1 Lakh,Partial,1,AGRI,1,0,17,,,,,,,,,,,Yellow,Yellow,,0.32384933176014247,False,Yellow
AGRI2025D150,Krishna Pathak,M,19,D,B. Agriculture,2025,2028,"Mandwa, Kota",General,Farmer,Homemaker,75.0,98.18,73.95,,0.55,3,No,11.3 Lakh,Partial,1,AGRI,1,0,19,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.5931412607998546,True,Red
AGRI2025D151,Vikram Rastogi,M,17,D,B. Agriculture,2025,2028,"Lalsot, Bhilwara",General,Shopkeeper,Laborer,38.3,67.31,59.0,,1.56,3,Yes,5.4 Lakh,Unpaid,1,AGRI,0,1,17,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.6276956088287357,True,Red
AGRI2025D152,Ishita Chaudhary,F,17,D,B. Agriculture,2025,2028,Alwar,OBC,Farmer,Homemaker,77.0,55.84,85.76,,3.19,2,Yes,9.4 Lakh,Paid,1,AGRI,0,1,17,,,,,,,,,,,Yellow,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.4771768738367581,True,Red
AGRI2025D153,Sai Shetty,M,20,D,B. Agriculture,2025,2028,"Dhani, Udaipur",EWS,Farmer,Homemaker,44.14,70.26,82.35,,2.18,4,Yes,10.0 Lakh,Paid,1,AGRI,0,1,20,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.598920648079242,True,Red
AGRI2025D154,Kavya Gowda,F,18,D,B. Agriculture,2025,2028,"Devgarh, Alwar",General,Engineer,Homemaker,72.87,85.99,88.62,,6.88,1,No,3.2 Lakh,Unpaid,1,AGRI,0,0,18,,,,,,,,,,,Yellow,Yellow,,0.2521878524654596,False,Yellow
AGRI2025D155,Kavya Roy,F,18,D,B. Agriculture,2025,2028,Udaipur,General,Government Employee,Farmer,63.78,72.95,76.06,,7.43,0,No,7.7 Lakh,Paid,1,AGRI,0,0,18,,,,,,,,,,,Orange,Orange,,0.6319166603250945,False,Orange
AGRI2025D156,Aditya Mehta,M,17,D,B. Agriculture,2025,2028,Udaipur,General,Laborer,Homemaker,49.5,46.62,58.72,,2.71,3,No,9.5 Lakh,Unpaid,1,AGRI,0,0,17,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.7031443296985093,True,Red
AGRI2025D157,Vikram Iyer,M,17,D,B. Agriculture,2025,2028,"Mandwa, Bikaner",General,Shopkeeper,Homemaker,96.9,59.1,79.61,,6.74,1,No,2.3 Lakh,Partial,1,AGRI,1,0,17,,,,,,,,,,,Yellow,Yellow,,0.1932888937288549,False,Yellow
AGRI2025D158,Krishna Naidu,M,20,D,B. Agriculture,2025,2028,"Devgarh, Jaipur",General,Farmer,Teacher,64.12,93.28,98.3,,3.18,2,Yes,8.3 Lakh,Unpaid,1,AGRI,0,1,20,,,,,,,,,,,Yellow,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.38002347703719724,True,Red
AGRI2025D159,Rohan Rastogi,M,18,D,B. Agriculture,2025,2028,"Mandwa, Ajmer",General,Farmer,Homemaker,73.68,42.97,65.27,,2.92,5,Yes,3.9 Lakh,Partial,1,AGRI,1,1,18,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.5962430373579387,True,Red
AGRI2025D160,Ankit Sharma,M,18,D,B. Agriculture,2025,2028,"Dhani, Pali",General,Doctor,Teacher,64.68,94.97,59.35,,1.49,5,No,11.2 Lakh,Unpaid,1,AGRI,0,0,18,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.610108750762316,True,Red
AGRI2024A001,Pankaj Bhati,M,18,A,B. Agriculture,2024,2027,"Khichan, Bikaner",General,Farmer,Homemaker,75.67,87.48,46.84,,3.19,4,Yes,200000,Partial,2,AGRI,1,1,17,2.53,3.99,3.06,,,2nd Year,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.5376085997756548,True,Red
AGRI2024A002,Anjali Bhati,M,19,A,B. Agriculture,2024,2027,"Khichan, Jodhpur",General,Teacher,Farmer,38.8,34.95,95.81,,7.53,0,No,500000,Partial,2,AGRI,1,0,18,7.65,7.02,7.92,,,2nd Year,,,,,Yellow,Yellow,,0.2983766746471781,False,Yellow
AGRI2024A003,Manish Rajpurohit,M,19,A,B. Agriculture,2024,2027,Udaipur,General,Teacher,Teacher,58.46,53.52,77.22,,4.47,2,No,500000,Paid,2,AGRI,0,0,18,4.21,4.52,4.67,,,2nd Year,,,,,Orange,Orange,,0.5919242364069485,False,Orange
AGRI2024A004,Kavita Rajpurohit,F,18,A,B. Agriculture,2024,2027,Jodhpur,General,Engineer,Homemaker,30.57,37.94,65.89,,4.86,4,Yes,1100000,Paid,2,AGRI,0,1,17,5.73,4.22,4.63,,,2nd Year,,,,,Orange,Orange,,0.8954613801124552,False,Orange
AGRI2024A005,Deepak Jat,M,18,A,B. Agriculture,2024,2027,"Devgarh, Bikaner",General,Farmer,Homemaker,83.59,60.8,28.26,,1.99,1,No,500000,Paid,2,AGRI,0,0,17,1.88,2.33,1.76,,,2nd Year,,,,,Orange,Red,Forced Red due to critical safety threshold: Attendance <30%,0.5885818131939318,True,Red
AGRI2024A006,Gaurav Meena,M,19,A,B. Agriculture,2024,2027,"Bhainslana, Bikaner",General,Doctor,Homemaker,52.28,83.66,28.26,,2.19,4,Yes,1500000,Paid,2,AGRI,0,1,18,2.47,2.51,1.57,,,2nd Year,,,,,Red,Red,Forced Red due to critical safety threshold: Attendance <30%,0.34560204458334093,True,Red
AGRI2024A007,Nisha Bhati,M,18,A,B. Agriculture,2024,2027,Jaipur,OBC,Laborer,Homemaker,87.77,75.56,19.94,,1.37,1,No,200000,Partial,2,AGRI,1,0,17,1.34,1.23,1.55,,,2nd Year,,,,,Orange,Red,Forced Red due to critical safety threshold: Attendance <30%,0.5059798276190189,True,Red
AGRI2024A008,Vikas Prajapat,M,19,A,B. Agriculture,2024,2027,Kota,General,Engineer,Self-employed,66.35,68.23,88.62,,6.59,0,No,1900000,Paid,2,AGRI,0,0,18,6.54,5.91,7.33,,,2nd Year,,,,,Yellow,Yellow,,0.14960695990119874,False,Yellow
AGRI2024A009,Sneha Solanki,F,18,A,B. Agriculture,2024,2027,"Bhainslana, Bikaner",General,Teacher,Homemaker,75.39,61.79,66.09,,4.84,4,Yes,700000,Paid,2,AGRI,0,1,17,5.95,3.87,4.71,,,2nd Year,,,,,Orange,Orange,,0.8931756658267409,False,Orange
AGRI2024A010,Suresh Prajapati,M,19,A,B. Agriculture,2024,2027,Jodhpur,OBC,Teacher,Teacher,90.95,62.32,75.19,,5.23,3,No,600000,Paid,2,AGRI,0,0,18,4.08,5.24,6.39,,,2nd Year,,,,,Orange,Orange,,0.9243517527585199,False,Orange
AGRI2024A011,Komal Bhati,F,19,A,B. Agriculture,2024,2027,"Rampura, Alwar",General,Teacher,Homemaker,79.66,72.44,16.75,,1.09,3,No,600000,Paid,2,AGRI,0,0,18,0.92,1.35,0.99,,,2nd Year,,,,,Red,Red,Forced Red due to critical safety threshold: Attendance <30%,0.35021362605803613,True,Red
AGRI2024A012,Deepak Sindhi,M,18,A,B. Agriculture,2024,2027,Alwar,EWS,Teacher,Farmer,30.71,34.46,97.44,,7.73,0,No,54365,Paid,2,AGRI,0,0,17,7.61,8.54,7.05,,,2nd Year,,,,,Green,Green,,0.2830440090744014,False,Green
AGRI2024A013,Vikas Yadav,M,20,A,B. Agriculture,2024,2027,"Lalsot, Sikar",General,Engineer,Self-employed,68.58,61.1,85.76,,6.66,0,No,1200000,Paid,2,AGRI,0,0,19,5.2,7.43,7.36,,,2nd Year,,,,,Yellow,Yellow,,0.14495808496660953,False,Yellow
AGRI2024A014,Meena Mali,M,19,A,B. Agriculture,2024,2027,Bikaner,General,Farmer,Homemaker,38.99,36.4,33.05,,2.11,3,No,500000,Paid,2,AGRI,0,0,18,1.71,2.27,2.36,,,2nd Year,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.4499890514778667,True,Red
AGRI2024A015,Meena Bhati,M,18,A,B. Agriculture,2024,2027,Jodhpur,General,Engineer,Homemaker,63.29,51.65,30.46,,2.25,3,No,1300000,Paid,2,AGRI,0,0,17,1.85,2.62,2.29,,,2nd Year,,,,,Red,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.4154926845100269,True,Red
AGRI2024A016,Rekha Dudi,M,18,A,B. Agriculture,2024,2027,Pali,General,Laborer,Homemaker,44.38,47.47,30.59,,2.22,1,No,200000,Partial,2,AGRI,1,0,17,2.56,2.24,1.87,,,2nd Year,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.5906826535300662,True,Red
AGRI2024A017,Vikram Rathore,M,20,A,B. Agriculture,2024,2027,"Dhani, Sikar",OBC,Teacher,Homemaker,47.45,47.16,40.86,,3.04,1,No,81242,Paid,2,AGRI,0,0,19,2.45,3.29,3.37,,,2nd Year,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.5790500004688417,True,Red
AGRI2024A018,Komal Prajapat,M,18,A,B. Agriculture,2024,2027,"Rampura, Ajmer",General,Farmer,Homemaker,57.61,63.85,59.6,,3.63,1,No,300000,Partial,2,AGRI,1,0,17,3.2,4.38,3.3,,,2nd Year,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.7114146215620343,True,Red
AGRI2024A019,Komal Tanwar,M,19,A,B. Agriculture,2024,2027,"Devgarh, Ajmer",General,Engineer,Homemaker,43.22,41.29,51.72,,3.86,3,No,2000000,Paid,2,AGRI,0,0,18,4.53,4.44,2.62,,,2nd Year,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.7249310667709608,True,Red
AGRI2024A020,Lakshya Kumawat,F,18,A,B. Agriculture,2024,2027,"Bhainslana, Bikaner",OBC,Laborer,Homemaker,70.22,59.81,39.75,,3.37,1,No,200000,Partial,2,AGRI,1,0,17,3.08,3.51,3.52,,,2nd Year,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.5903582711455334,True,Red
AGRI2024A021,Deepak Mali,F,18,A,B. Agriculture,2024,2027,"Lalsot, Udaipur",General,Teacher,Homemaker,45.47,30.32,67.01,,5.12,1,No,700000,Paid,2,AGRI,0,0,17,5.06,4.7,5.6,,,2nd Year,,,,,Orange,Orange,,0.8766027824378596,False,Orange
AGRI2024A022,Kavita Saini,M,19,A,B. Agriculture,2024,2027,"Dungarpur, Jodhpur",EWS,Teacher,Homemaker,90.65,71.14,26.86,,1.97,2,No,600000,Paid,2,AGRI,0,0,18,1.52,2.31,2.07,,,2nd Year,,,,,Orange,Red,Forced Red due to critical safety threshold: Attendance <30%,0.5323823724426163,True,Red
AGRI2024A023,Anjali Shekhawat,M,18,A,B. Agriculture,2024,2027,Pali,General,Doctor,Homemaker,66.49,92.45,39.83,,2.93,2,No,1700000,Paid,2,AGRI,0,0,17,3.42,2.3,3.07,,,2nd Year,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.587866326999454,True,Red
AGRI2024A024,Nisha Saini,F,19,A,B. Agriculture,2024,2027,Jaipur,General,Engineer,Homemaker,89.05,76.29,46.14,,3.23,2,No,1400000,Paid,2,AGRI,0,0,18,3.74,2.68,3.28,,,2nd Year,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.5923582711455334,True,Red
AGRI2024A025,Nitesh Yadav,M,19,A,B. Agriculture,2024,2027,Udaipur,OBC,Farmer,Homemaker,33.51,39.86,53.77,,3.77,2,No,400000,Partial,2,AGRI,1,0,18,3.7,2.92,4.69,,,2nd Year,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.7370355863115705,True,Red
AGRI2024A026,Kiran Shekhawat,F,18,A,B. Agriculture,2024,2027,Udaipur,OBC,Farmer,Teacher,74.02,93.45,81.74,,6.42,0,No,300000,Partial,2,AGRI,1,0,17,6.97,6.32,5.98,,,2nd Year,,,,,Yellow,Yellow,,0.20511987639119078,False,Yellow
AGRI2024A027,Sunita Chaudhary,F,19,A,B. Agriculture,2024,2027,"Bhainslana, Bikaner",General,Farmer,Homemaker,79.49,84.35,31.97,,2.26,3,No,500000,Partial,2,AGRI,1,0,18,2.5,2.6,1.67,,,2nd Year,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.4496238527668034,True,Red
AGRI2024A028,Gaurav Meena,M,20,A,B. Agriculture,2024,2027,"Kalyanpura, Alwar",OBC,Farmer,Homemaker,86.28,86.54,58.71,,4.22,4,Yes,300000,Partial,2,AGRI,1,1,19,3.84,3.72,5.11,,,2nd Year,,,,,Orange,Orange,,0.7206261583854069,False,Orange
AGRI2024A029,Kavita Tanwar,F,18,A,B. Agriculture,2024,2027,Ajmer,General,Farmer,Homemaker,50.65,53.08,65.36,,4.0,3,No,500000,Paid,2,AGRI,0,0,17,3.34,4.05,4.62,,,2nd Year,,,,,Orange,Orange,,0.739780501111364,False,Orange
AGRI2024A030,Devendra Dudi,F,18,A,B. Agriculture,2024,2027,Kota,General,Businessman,Homemaker,35.36,47.8,18.95,,1.39,3,No,2700000,Paid,2,AGRI,0,0,17,1.65,1.55,0.98,,,2nd Year,,,,,Red,Red,Forced Red due to critical safety threshold: Attendance <30%,0.35021362605803613,True,Red
AGRI2024A031,Aarav Dudi,M,18,A,B. Agriculture,2024,2027,"Rampura, Alwar",OBC,Laborer,Homemaker,83.77,60.52,66.64,,4.05,2,No,200000,Partial,2,AGRI,1,0,17,3.95,3.96,4.23,,,2nd Year,,,,,Orange,Orange,,0.6664884863527055,False,Orange
AGRI2024A032,Mahesh Bhati,F,18,A,B. Agriculture,2024,2027,Udaipur,General,Doctor,Homemaker,83.05,78.59,29.49,,1.82,2,No,1500000,Paid,2,AGRI,0,0,17,1.64,1.94,1.88,,,2nd Year,,,,,Orange,Red,Forced Red due to critical safety threshold: Attendance <30%,0.5527333147334081,True,Red
AGRI2024A033,Gaurav Mali,F,18,A,B. Agriculture,2024,2027,"Devgarh, Jaipur",OBC,Engineer,Homemaker,82.89,94.9,20.53,,1.25,4,Yes,1400000,Paid,2,AGRI,0,1,17,1.3,1.21,1.23,,,2nd Year,,,,,Red,Red,Forced Red due to critical safety threshold: Attendance <30%,0.3464398533910746,True,Red
AGRI2024A034,Ramesh Dudi,F,18,A,B. Agriculture,2024,2027,Jodhpur,OBC,Farmer,Laborer,53.63,77.49,95.66,,7.08,0,No,300000,Partial,2,AGRI,1,0,17,7.24,7.76,6.26,,,2nd Year,,,,,Yellow,Yellow,,0.23358634373185608,False,Yellow
AGRI2024A035,Lakshya Sindhi,M,19,A,B. Agriculture,2024,2027,Pali,General,Engineer,Farmer,52.41,80.34,97.08,,7.28,0,No,900000,Paid,2,AGRI,0,0,18,7.83,6.77,7.25,,,2nd Year,,,,,Yellow,Yellow,,0.27020814796311576,False,Yellow
AGRI2024A036,Pankaj Shekhawat,F,18,A,B. Agriculture,2024,2027,Kota,General,Businessman,Self-employed,40.2,40.2,83.71,,6.16,0,No,2100000,Paid,2,AGRI,0,0,17,5.72,5.41,7.36,,,2nd Year,,,,,Yellow,Yellow,,0.2172977861270395,False,Yellow
AGRI2024A037,Suresh Tanwar,M,19,A,B. Agriculture,2024,2027,"Rampura, Kota",General,Engineer,Homemaker,77.82,83.55,40.89,,2.86,1,No,1400000,Paid,2,AGRI,0,0,18,2.5,2.98,3.09,,,2nd Year,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.5790500004688417,True,Red
AGRI2024A038,Rekha Kumawat,F,19,A,B. Agriculture,2024,2027,"Rajpura, Jodhpur",OBC,Teacher,Homemaker,80.39,52.27,23.3,,1.36,4,Yes,700000,Paid,2,AGRI,0,1,18,1.28,1.51,1.3,,,2nd Year,,,,,Red,Red,Forced Red due to critical safety threshold: Attendance <30%,0.3464398533910746,True,Red
AGRI2024A039,Neha Meena,M,20,A,B. Agriculture,2024,2027,Jodhpur,General,Engineer,Homemaker,42.78,36.15,73.16,,6.31,0,No,84502,Paid,2,AGRI,0,0,19,6.36,6.28,6.3,,,2nd Year,,,,,Yellow,Yellow,,0.07101435705378369,False,Yellow
AGRI2024A040,Manish Jat,F,19,A,B. Agriculture,2024,2027,Alwar,General,Engineer,Homemaker,61.94,92.92,52.41,,3.45,3,No,1300000,Paid,2,AGRI,0,0,18,3.04,2.84,4.46,,,2nd Year,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.7282989920787355,True,Red
AGRI2024A041,Sneha Chaudhary,F,18,B,B. Agriculture,2024,2027,Sikar,General,Engineer,Homemaker,69.61,69.69,25.37,,1.58,1,No,800000,Paid,2,AGRI,0,0,17,1.43,1.99,1.33,,,2nd Year,,,,,Orange,Red,Forced Red due to critical safety threshold: Attendance <30%,0.590257430809399,True,Red
AGRI2024A042,Deepak Kumawat,M,19,B,B. Agriculture,2024,2027,Jodhpur,General,Doctor,Homemaker,77.79,60.44,57.09,,3.31,2,No,2200000,Paid,2,AGRI,0,0,18,3.08,3.19,3.66,,,2nd Year,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.7287352225826353,True,Red
AGRI2024A043,Anjali Rajpurohit,F,18,B,B. Agriculture,2024,2027,Udaipur,General,Engineer,Homemaker,79.77,90.66,17.92,,1.31,3,No,1500000,Paid,2,AGRI,0,0,17,1.21,1.12,1.6,,,2nd Year,,,,,Red,Red,Forced Red due to critical safety threshold: Attendance <30%,0.35021362605803613,True,Red
AGRI2024A044,Sheetal Prajapat,M,19,B,B. Agriculture,2024,2027,Alwar,General,Teacher,Laborer,62.72,78.36,92.29,,6.74,0,No,700000,Paid,2,AGRI,0,0,18,6.05,6.26,7.9,,,2nd Year,,,,,Yellow,Yellow,,0.20260876937825006,False,Yellow
AGRI2024A045,Sunita Chouhan,M,19,B,B. Agriculture,2024,2027,Udaipur,General,Farmer,Homemaker,85.25,70.23,37.0,,2.41,3,No,500000,Paid,2,AGRI,0,0,18,2.93,2.03,2.28,,,2nd Year,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.5650558418303714,True,Red
AGRI2024A046,Nisha Gehlot,F,19,B,B. Agriculture,2024,2027,Jaipur,General,Businessman,Homemaker,31.11,35.59,71.31,,5.88,0,No,800000,Paid,2,AGRI,0,0,18,6.06,5.72,5.86,,,2nd Year,,,,,Yellow,Yellow,,0.09929379673839553,False,Yellow
AGRI2024A047,Lakshya Tanwar,F,18,B,B. Agriculture,2024,2027,Sikar,EWS,Teacher,Homemaker,43.54,44.73,41.5,,2.58,2,No,800000,Paid,2,AGRI,0,0,17,2.74,2.49,2.51,,,2nd Year,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.5871023841753608,True,Red
AGRI2024A048,Rajesh Prajapat,F,18,B,B. Agriculture,2024,2027,Ajmer,OBC,Teacher,Homemaker,63.14,65.22,59.21,,4.16,4,Yes,500000,Paid,2,AGRI,0,1,17,3.33,4.38,4.76,,,2nd Year,,,,,Orange,Orange,,0.749180494451817,False,Orange
AGRI2024A049,Rekha Meena,M,19,B,B. Agriculture,2024,2027,"Rajpura, Pali",General,Teacher,Homemaker,31.38,42.19,61.47,,3.54,3,No,500000,Partial,2,AGRI,1,0,18,4.06,3.16,3.41,,,2nd Year,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.7732402207748517,True,Red
AGRI2024A050,Deepak Meena,M,20,B,B. Agriculture,2024,2027,"Dhani, Jodhpur",General,Doctor,Homemaker,89.58,88.43,30.71,,2.49,4,Yes,2200000,Paid,2,AGRI,0,1,19,2.36,2.39,2.72,,,2nd Year,,,,,Red,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.34560204458334093,True,Red
AGRI2024A051,Rekha Mali,M,18,B,B. Agriculture,2024,2027,"Devgarh, Bhilwara",General,Engineer,Farmer,50.31,61.15,97.41,,7.4,0,No,1700000,Paid,2,AGRI,0,0,17,8.39,5.65,8.14,,,2nd Year,,,,,Yellow,Yellow,,0.3035384302879175,False,Yellow
AGRI2024A052,Ramesh Bishnoi,F,19,B,B. Agriculture,2024,2027,Pali,General,Farmer,Teacher,69.75,77.01,80.89,,5.48,3,No,300000,Partial,2,AGRI,1,0,18,5.21,6.24,4.98,,,2nd Year,,,,,Orange,Orange,,0.9078974139731908,False,Orange
AGRI2024A053,Sheetal Yadav,F,18,B,B. Agriculture,2024,2027,"Dungarpur, Jaipur",OBC,Businessman,Laborer,57.84,94.81,94.86,,5.63,0,No,1200000,Paid,2,AGRI,0,0,17,5.02,5.51,6.35,,,2nd Year,,,,,Yellow,Yellow,,0.30754778333191873,False,Yellow
AGRI2024A054,Sunita Saini,F,19,B,B. Agriculture,2024,2027,Bhilwara,General,Engineer,Self-employed,41.56,47.57,91.06,,5.97,4,Yes,1600000,Paid,2,AGRI,0,1,18,4.57,7.05,6.27,,,2nd Year,,,,,Yellow,Yellow,,0.3055873007611667,False,Yellow
AGRI2024A055,Priya Dudi,M,20,B,B. Agriculture,2024,2027,Bhilwara,EWS,Doctor,Homemaker,80.6,85.75,65.82,,5.71,0,No,1600000,Paid,2,AGRI,0,0,19,5.9,5.65,5.57,,,2nd Year,,,,,Yellow,Yellow,,0.211587651273715,False,Yellow
AGRI2024A056,Kiran Chaudhary,M,18,B,B. Agriculture,2024,2027,Pali,General,Engineer,Laborer,94.47,64.05,93.36,,6.63,0,No,1300000,Paid,2,AGRI,0,0,17,7.23,5.69,6.99,,,2nd Year,,,,,Yellow,Yellow,,0.23385257404514545,False,Yellow
AGRI2024A057,Meena Saini,M,19,B,B. Agriculture,2024,2027,"Mandwa, Ajmer",General,Farmer,Homemaker,76.82,84.39,22.52,,1.57,4,Yes,400000,Partial,2,AGRI,1,1,18,1.71,1.7,1.32,,,2nd Year,,,,,Red,Red,Forced Red due to critical safety threshold: Attendance <30%,0.34560204458334093,True,Red
AGRI2024A058,Ramesh Rajpurohit,F,19,B,B. Agriculture,2024,2027,"Lalsot, Jaipur",OBC,Teacher,Homemaker,72.66,56.96,31.66,,2.26,1,No,700000,Paid,2,AGRI,0,0,18,2.84,2.34,1.61,,,2nd Year,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.5931745976761457,True,Red
AGRI2024A059,Priya Prajapat,F,20,B,B. Agriculture,2024,2027,"Bhainslana, Sikar",General,Teacher,Homemaker,91.96,72.16,18.84,,1.31,4,Yes,600000,Paid,2,AGRI,0,1,19,1.26,1.49,1.19,,,2nd Year,,,,,Red,Red,Forced Red due to critical safety threshold: Attendance <30%,0.3464398533910746,True,Red
AGRI2024A060,Sunita Prajapat,M,19,B,B. Agriculture,2024,2027,"Dhani, Kota",General,Doctor,Homemaker,65.16,65.51,42.65,,2.88,2,No,1600000,Paid,2,AGRI,0,0,18,2.73,2.16,3.75,,,2nd Year,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.587866326999454,True,Red
AGRI2024A061,Pooja Gehlot,M,19,B,B. Agriculture,2024,2027,"Dhani, Jaipur",OBC,Farmer,Homemaker,76.33,69.55,48.04,,3.18,4,Yes,300000,Partial,2,AGRI,1,1,18,3.03,4.09,2.41,,,2nd Year,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.6648194841293962,True,Red
AGRI2024A062,Komal Bishnoi,M,19,B,B. Agriculture,2024,2027,Jodhpur,General,Farmer,Homemaker,43.9,45.61,38.06,,2.22,3,No,68764,Paid,2,AGRI,0,0,18,2.01,2.72,1.91,,,2nd Year,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.539953801014045,True,Red
AGRI2024A063,Ramesh Bishnoi,M,19,B,B. Agriculture,2024,2027,Kota,General,Doctor,Self-employed,45.22,37.74,85.44,,5.05,2,No,1500000,Paid,2,AGRI,0,0,18,5.44,5.23,4.48,,,2nd Year,,,,,Orange,Orange,,0.8647009926948492,False,Orange
AGRI2024A064,Ravi Chaudhary,M,18,B,B. Agriculture,2024,2027,"Khichan, Ajmer",General,Engineer,Homemaker,33.33,37.57,45.32,,3.46,4,Yes,1300000,Paid,2,AGRI,0,1,17,3.52,2.86,3.99,,,2nd Year,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.5519963548776955,True,Red
AGRI2024A065,Pankaj Gehlot,F,19,B,B. Agriculture,2024,2027,Jodhpur,General,Farmer,Homemaker,53.28,80.6,38.88,,2.99,3,No,600000,Paid,2,AGRI,0,0,18,2.6,3.26,3.12,,,2nd Year,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.5662918990062782,True,Red
AGRI2024A066,Suresh Meena,M,19,B,B. Agriculture,2024,2027,"Lalsot, Bhilwara",General,Doctor,Homemaker,52.34,52.17,61.13,,4.39,1,No,1800000,Paid,2,AGRI,0,0,18,3.93,4.94,4.3,,,2nd Year,,,,,Orange,Orange,,0.778764339513256,False,Orange
